PDFname: CT14HERA2NNLO
 DATA SET: 542; Expt Name: CMS7jtR7y6; Expt Npt: 158;
!METADATA
{542, CMS7jtR7y6,     Pt         Ymn      Ymx          Exp      Th./Norm     TotErr     EXP/FIT  ERR/FIT    ChiSq  Shift    ShiftedData  UnCorErr  ReducedChi2  lob/lio, 1., 158, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465, 3.53946, R^2, r(k) =   31.155  -0.956   0.121   0.682  -0.306  -0.754   0.475   0.146  -0.044  -0.856   2.472  -0.376   0.009   1.310   1.425   0.000   0.655   0.000  -0.921  -0.357  -1.892   0.804  -0.322  -0.615  -3.465}
!DATA
ipt   x            Q       Exp        TotErr       ShiftedData   UnCorErr     r_1           r_2          r_3          r_4            r_5           r_6          r_7           r_8           r_9           r_10         r_11         r_12         r_13          r_14         r_15         r_16         r_17         r_18          r_19           r_20          r_21          r_22          r_23          r_24         r_25          r_26          r_27          r_28           r_29         r_30         r_31          r_32         r_33         r_34         r_35         r_36          r_37          r_38         r_39          r_40          r_41           r_42         r_43          r_44         r_45          r_46         r_47         r_48         r_49          r_50          r_51          r_52         r_53         r_54          r_55         r_56         r_57
171   0.520118     266.    895.86        79.01        998.3         30.83        -0.423224     -0.432987    -0.428349    -0.415861     -0.57736      -0.378917    -0.442069    -0.157022    -0.54168     -0.413104    -0.425203     -0.406974     -0.439475     -0.41398      -0.44807      -0.424165     -0.418034    -0.434739     -0.403795    -0.445021     -0.414596    -0.349854    -0.477035    -0.535193    -0.287058     -0.511515     -0.34674      -0.436458    -0.41664       -0.453617    -0.407071     -0.408044    -0.43808      -0.452189    -0.405482     -0.416153      -0.424684    -0.382128    -0.446578    -0.431787     -0.42397      -0.266688     -0.479144     -0.402952    -0.464483    -0.388874    -0.430457    -0.526695     -0.374732    -0.428479     -0.437042    -0.71878     -0.4024       -0.468115      -0.434285    -0.424619     -0.410769
172   0.598331     306.    350.04        27.33        383.          5.506        -0.0681075    -0.114239    -0.0957138   -0.141845     -0.372684     -0.0018162   -0.12895     0.688703     -0.373956    0.0593898    -0.100981     -0.0247003    -0.116237     -0.0464947    -0.113876     -0.0879041    -0.0470396   -0.116782     0.00163458   -0.100618     -0.0177988   0.138758     -0.210679    -0.38449     0.33745       -0.326734     0.228296      -0.106248    -0.0210679     -0.16709     -0.010534     -0.0268798   -0.104432     -0.126408    -0.00617508   -0.0145296     -0.138758    0.116055     -0.158373    -0.06502      -0.0701053    0.425354      -0.231566     -0.0254268   -0.106611    0.0604795    -0.119324    -0.339448     0.00145296   -0.0902652    -0.086996    -0.780058    -0.2668       -0.102252      -0.0724664   -0.0604795    -0.028696
173   0.680454     348.    143.74        11.11        154.3         2.972        -0.823688     -0.877187    -0.857672    -0.984522     -0.944482     -0.81965     -0.837483    -0.274563    -1.03163     -0.724092    -0.874495     -0.796097     -0.870458     -0.840848     -0.846231     -0.852961     -0.793069    -0.886608     -0.764132    -0.847914     -0.801144    -0.658816    -0.964334    -1.10498     -0.503365     -1.06595      -0.577389     -0.896703    -0.783311      -0.905114    -0.782974     -0.794078    -0.871803     -0.848923    -0.824024     -0.76245       -0.902759    -0.660162    -0.939098    -0.802826     -0.838493     -0.449192     -0.957941     -0.83782     -0.845895    -0.737887    -0.887618    -0.985532     -0.85397     -0.858345     -0.856999    -1.28533     -1.1642       -0.831763      -0.84825     -0.841857     -0.807537
174   0.766489     392.    58.977        4.692        62.28         1.455        -0.930378     -0.961512    -0.953402    -1.08529      -0.936564     -0.961993    -0.932096    -0.523505    -1.07993     -0.829141    -0.981237     -0.909416     -0.962268     -0.939244     -0.931271     -0.968041     -0.888041    -0.961237     -0.894845    -0.958832     -0.899656    -0.812371    -1.0132      -1.11897     -0.695189     -1.10674      -0.727216     -0.986735    -0.880206      -0.998557    -0.898969     -0.905155    -0.958625     -0.929278    -0.940619     -0.876838      -1.01869     -0.771546    -1.02797     -0.911546     -0.939519     -0.659588     -1.01519      -0.949553    -0.919794    -0.836495    -0.970241    -1.01478      -0.993265    -0.966667     -0.932096    -1.20763     -1.29533      -0.912096      -0.920481    -0.932165     -0.920481
175   0.860345     440.    23.601        1.996        24.56         0.7359       -0.610409     -0.622639    -0.63052     -0.731349     -0.542329     -0.649137    -0.590026    -0.38565     -0.686778    -0.533361    -0.64275      -0.594238     -0.629026     -0.620057     -0.601169     -0.645468     -0.57236     -0.62427      -0.590433    -0.624541     -0.586357    -0.531322    -0.656883    -0.707433    -0.468542     -0.712733     -0.472619     -0.652942    -0.559723      -0.64574     -0.58459      -0.585949    -0.62359      -0.591113    -0.636635     -0.562848      -0.679032    -0.492458    -0.674684    -0.593287     -0.61598      -0.460389     -0.63813      -0.635684    -0.588803    -0.532002    -0.635277    -0.62889      -0.682837    -0.637587     -0.595325    -0.715179    -0.929882     -0.583503      -0.575758    -0.612719     -0.598179
176   0.958111     490.    9.0112        0.764        9.242         0.1477       0.415234      0.39824      0.380095     0.205213      0.680095      0.305213     0.475017     0.597901     0.399729     0.512187     0.355992      0.418483      0.383548      0.379418      0.453961      0.348951      0.49174      0.41239       0.421801     0.3935        0.442925     0.487271     0.373798     0.322613     0.539201      0.279418      0.600609      0.33629      0.487271       0.366486     0.43717       0.435477     0.395464      0.48497      0.32979       0.496682       0.298307     0.583345     0.312051     0.438592      0.40589       0.5348        0.427488      0.350914     0.48998      0.531821     0.361408     0.497224      0.239201     0.367976      0.438186     0.511848     -0.145498     0.453216       0.516046     0.414895      0.415166
1     0.0163548    168.    31945.        2039.        35830.        369.3        0.748443      0.598429     0.559437     0.54671       0.542648      0.733279     0.793934     1.89196      0.887896     0.965881     0.676415      0.727051      0.759004      0.60899       0.841592      0.524235      0.965069     0.727051      0.822637     1.04035       0.529109     1.42675      0.265908     0.0682372    1.64013       -0.101273     1.84051       0.862172     0.64365        0.525047     0.880314      0.907392     0.581912      0.754129     0.794476      0.690766       0.820742     1.07338      0.577579     0.997834      0.707284      1.75196       0.482264      0.709992     0.914974     1.07961      0.637693     0.638505      1.01029      0.879502      0.722989     0.387761     0.568914      0.84078        0.826699     0.818034      0.744381
2     0.0188859    194.    16588.        1017.        18500.        205.4        -0.27702      -0.394839    -0.415774    -0.45813      -0.478578     -0.298442    -0.258033    0.752191     -0.321811    -0.0910419   -0.341772     -0.288705     -0.306719     -0.401168     -0.206426     -0.472736     -0.132425    -0.357838     -0.209348    -0.0832522    -0.423564    0.233204     -0.672347    -0.833009    0.417235      -0.924537     0.542843      -0.245375    -0.347128      -0.491723    -0.200584     -0.186952    -0.399221     -0.324245    -0.254625     -0.315482      -0.270204    -0.0199611   -0.460078    -0.150438     -0.291626     0.504869      -0.493671     -0.27702     -0.226388    -0.0170399   -0.376339    -0.462512     -0.0856865   -0.186465     -0.33593     -0.680623    -0.478578     -0.23369       -0.230769    -0.264362     -0.263875
3     0.0221958    228.    7742.2        455.2        8585.         107.8        -0.92013      -0.994434    -1.02653     -1.06957      -1.08636      -0.907699    -0.933952    -0.0648423   -1.0718      -0.778386    -0.980983     -0.91141      -0.953989     -0.982375     -0.903989     -1.02523      -0.823377    -0.969109     -0.856772    -0.843692     -0.976438    -0.574397    -1.17959     -1.3346      -0.397032     -1.35928      -0.388404     -0.918831    -0.933673      -1.07041     -0.85167      -0.849814    -0.997681     -0.963729    -0.867718     -0.906772      -0.958998    -0.706401    -1.04035     -0.860204     -0.926994     -0.316512     -1.09341      -0.893321    -0.92987     -0.707978    -1.02301     -1.09926      -0.800093    -0.86846      -0.962709    -1.32096     -1.13599      -0.91577       -0.890816    -0.901484     -0.920315
4     0.0258951    266.    3496.4        199.         3855.         59.97        -1.89712      -1.93397     -1.96281     -2.00267      -1.98449      -1.87894     -1.90645     -1.28748     -2.08421     -1.79957     -1.92446      -1.87327      -1.91446      -1.90695      -1.89545      -1.94314      -1.84792     -1.92746      -1.84292     -1.89095      -1.88628     -1.71336     -2.03435     -2.15291     -1.57495      -2.11589      -1.62715      -1.9293      -1.86893       -1.97916     -1.84492      -1.86527     -1.92229      -1.93463     -1.85059      -1.85509       -1.95731     -1.75521     -1.97832     -1.88361      -1.8746       -1.51276      -2.005        -1.85076     -1.94581     -1.74371     -1.97766     -2.03318      -1.83892     -1.87961      -1.9338      -2.21011     -2.09288      -1.89812       -1.88227     -1.88327      -1.88444
5     0.0297891    306.    1579.6        82.93        1739.         16.95        -0.961062     -1.00885     -1.06549     -1.14041      -1.07375      -0.982891    -1.02124     -0.20767     -1.37109     -0.835988    -1.03953      -0.924484     -1.03363      -0.958702     -1.05428      -0.99823      -0.916814    -1.06962      -0.905605    -1.06844      -0.908555    -0.817699    -1.11091     -1.30324     -0.622419     -1.16224      -0.782891     -1.10029     -0.907965      -1.05605     -0.952212     -0.99528     -0.979941     -1.06018     -0.909735     -0.910914      -1.13628     -0.79941     -1.10265     -1.07434      -0.917994     -0.557522     -1.09617      -0.913274    -1.10088     -0.80295     -1.08024     -1.21239      -0.985251    -0.968142     -1.03304     -1.44071     -1.341        -1.03658       -1.01239     -1.01298      -1.00059
6     0.0338778    348.    774.73        38.93        849.8         8.844        -1.63908      -1.61567     -1.68204     -1.75814      -1.67605      -1.61454     -1.69595     -1.08175     -2.0701      -1.55484     -1.67809      -1.5874       -1.69414      -1.60776      -1.69618      -1.63829      -1.64315     -1.7007       -1.57847     -1.77725      -1.52804     -1.60877     -1.66203     -1.80032     -1.46777      -1.62166      -1.67085      -1.78042     -1.50452       -1.68973     -1.628        -1.66226     -1.61522      -1.70455     -1.6012       -1.52827       -1.801       -1.50577     -1.72309     -1.75938      -1.57949      -1.4282       -1.71325      -1.53946     -1.81716     -1.5251      -1.73044     -1.82666      -1.70918     -1.68578      -1.68826     -2.02861     -2.02035      -1.69607       -1.66135     -1.66339      -1.62653
7     0.0381612    392.    383.89        18.55        421.3         4.885        0.847492      0.901945     0.845036     0.764381      0.877789      0.864688     0.8174       1.20143      0.438895     0.917298     0.84565       0.922006      0.808188      0.914227      0.795292      0.899488      0.823132     0.814125      0.903787     0.688229      0.991812     0.807165     0.895599     0.791607     0.907062      1.00205       0.675947      0.703787     1.00184        0.847902     0.849335      0.812282     0.898874      0.818833     0.875333      0.970522       0.679836     0.94391      0.799591     0.723849      0.922211      0.90522       0.838485      0.950256     0.674309     0.915251     0.793859     0.721187      0.737564     0.807779      0.819447     0.573593     0.497032      0.795906       0.8174       0.832549      0.87738
8     0.042834     440.    198.6         9.317        217.6         2.886        1.66736       1.72037      1.69473      1.62301       1.69543       1.67082      1.62231      1.8122       1.32294      1.67568      1.64553       1.74082       1.61157       1.73458       1.60776       1.73216       1.60776      1.63583       1.71275      1.51247       1.79453      1.53569      1.76819      1.68365      1.62093       1.88565       1.40437       1.50243      1.83056        1.68087      1.6535        1.60187      1.72488       1.66182      1.6684        1.772          1.49688      1.73008      1.65419      1.53084       1.71691       1.58732       1.68365       1.76507      1.47782      1.69958      1.62543      1.58177       1.53604      1.59841       1.64276      1.45322      1.3465        1.60499        1.61331      1.64518       1.68365
9     0.0477015    490.    106.04        4.669        115.9         1.098        2.68033       2.74954      2.68397      2.66029       2.72769       2.64299      2.64208      2.62204      2.17213      2.70036      2.70765       2.73315       2.58561       2.78324       2.602         2.74863       2.5255       2.66302       2.70765      2.42532       2.83698      2.38069      2.9071       2.79053      2.47996       3.10929       2.10565       2.45719      2.91166        2.73953      2.64117       2.52914      2.81421       2.68488      2.6439        2.86521        2.42623      2.67486      2.63934      2.44171       2.78506       2.38616       2.74408       2.73588      2.41439      2.65483      2.64208      2.56466       2.40255      2.55464       2.60565      2.44718      2.31694       2.54554        2.602        2.64299       2.72404
10    0.0529585    544.    60.006        2.548        65.29         0.6341       -0.541713     -0.438417    -0.465542    -0.514903     -0.433528     -0.53367     -0.589655    -0.731746    -0.913894    -0.570099    -0.528308     -0.464438     -0.581927     -0.433686     -0.61678      -0.420123     -0.646428    -0.561899     -0.537297    -0.790254     -0.345845    -0.840719    -0.309573    -0.341271    -0.825264     -0.0775903    -1.11023      -0.749251    -0.33244       -0.451348    -0.580508     -0.642485    -0.432109     -0.530989    -0.605898     -0.385744      -0.751932    -0.559533    -0.523261    -0.766441     -0.461599     -0.903328     -0.420754     -0.464122    -0.747516    -0.613783    -0.543605    -0.558587     -0.799243    -0.664564     -0.557483    -0.639647    -0.860748     -0.616464      -0.613941    -0.579404     -0.520896
11    0.0584101    600.    33.089        1.358        35.94         0.3638       0.513469      0.613799     0.606377     0.564321      0.588235      0.515943     0.468114     0.180869     0.184442     0.429632     0.534085      0.576141      0.459868      0.617372      0.435129      0.640737      0.383727     0.51072       0.494777     0.240242      0.708906     0.175646     0.758109     0.756734     0.159428      1.00907       -0.105003     0.306212     0.693513       0.60088      0.460693      0.391424     0.635514      0.539857     0.423584      0.656954       0.30099      0.451072     0.532985     0.286971      0.576416      0.0461792     0.658879      0.570368     0.300165     0.407092     0.529412     0.516218      0.240242     0.359813      0.493953     0.474711     0.236943      0.4442         0.429357     0.472787      0.527213
12    0.0642511    660.    18.704        0.7417       20.27         0.1935       1.08941       1.21395      1.22584      1.19225       1.16486       1.12248      1.01809      0.560724     0.824289     0.966925     1.12868       1.15607       1.02842       1.22791       0.983979      1.23411       0.937468     1.12196       1.0801       0.832041      1.29354      0.702326     1.37519      1.42842      0.63876       1.63204       0.393798      0.914729     1.25375        1.20879      1.04599       0.993282     1.20155       1.15607      0.966925      1.23928        0.887339     0.992248     1.16641      0.842377      1.14884       0.534367      1.3168        1.13643      0.883721     0.941085     1.1323       1.1199        0.816537     0.940568      1.10026      1.10336      0.902326      1.01912        1.01602      1.05995       1.09716
13    0.0704815    724.    10.773        0.4156       11.65         0.1141       0.544259      0.652936     0.724803     0.687993      0.598598      0.5539       0.478528     -0.0192813   0.419807     0.436459     0.602103      0.643295      0.503944      0.700263      0.469763      0.715162      0.448729     0.607362      0.49255      0.303243      0.749343     0.177914     0.876424     0.912358     0.0701139     1.04207       -0.102542     0.40929      0.731814       0.721297     0.489921      0.471516     0.663453      0.61525      0.460123      0.63979        0.414549     0.423313     0.651183     0.389132      0.556529      -0.0534619    0.765995      0.588957     0.402279     0.383874     0.629273     0.618755      0.332165     0.448729      0.608238     0.667835     0.509202      0.501315       0.54163      0.512708      0.596845
14    0.0769066    790.    6.3166        0.2386       6.808         0.06904      -0.00840093   0.10139      0.14803      0.179606      -0.00260718   0.0204229    -0.0475087   -0.696408    -0.109357    -0.165411    0.0566338     0.0469293     -0.0375145    0.0789397     -0.0798088    0.141367      -0.146871    0.0227404     -0.0659038   -0.230301     0.155707     -0.379635    0.25956      0.34241      -0.486095     0.477839      -0.627752     -0.129635    0.102549       0.121379     -0.082416     -0.111095    0.0926999     0.0838644    -0.147161     0.0672074      -0.110226    -0.150637    0.0647451    -0.174971     0.00260718    -0.61095      0.203216      -0.016657    -0.128476    -0.201043    0.0411356    0.0664832     -0.203071    -0.140353     0.0112978    0.0900927    0.0117323     -0.0979143     -0.0495365   -0.0456257    -0.00289687
15    0.0837211    860.    3.6894        0.1354       3.971         0.03831      1.13652       1.24876      1.33177      1.36727       1.10337       1.17724      1.08823      0.379274     1.10728      0.965805     1.22866       1.1869        1.12999       1.23493       1.0723        1.28348       0.990864     1.19264       1.06239      0.939441      1.30201      0.772905     1.41425      1.51344      0.653093      1.62177       0.539285      1.05064      1.22292        1.27826      1.08196       1.05221      1.24511       1.25398      0.996085      1.17907        1.06212      0.970504     1.23414      0.98486       1.15035       0.499869      1.37849       1.13495      1.05717      0.940747     1.19525      1.2237        0.989298     1.00392       1.16132      1.25476      1.28452       1.05377        1.13156      1.1219        1.13182
16    0.0911197    936.    2.1975        0.07947      2.358         0.02329      0.30614       0.420781     0.495921     0.572778      0.224989      0.375698     0.294118     -0.458137    0.331473     0.10863      0.42164       0.341778      0.300129      0.386432      0.2383        0.449979      0.175182     0.370116      0.221984     0.144268      0.436239     -0.0373551   0.557321     0.660369     -0.162301     0.709747      -0.19064      0.254186     0.361529       0.438386     0.273079      0.254616     0.385573      0.424646     0.174753      0.331473       0.316445     0.134822     0.43538      0.206097      0.27909       -0.273079     0.541005      0.294547     0.274367     0.0978961    0.380421     0.398884      0.208673     0.213396      0.338772     0.445255     0.548733      0.218978       0.304422     0.29927       0.310004
17    0.098713     1014.   1.3006        0.04656      1.392         0.01424      0.966292      1.02528      1.1566       1.22331       0.783006      1.01966      0.938904     0.205056     1.06812      0.782303     1.06882       0.947331      0.920646      1.00281       0.875         1.08919       0.808287     1.02107       0.856039     0.849719      1.04003      0.685393     1.12289      1.26194      0.499298      1.22753       0.531601      0.919242     0.972612       1.01264      0.863764      0.90941      1.0309        1.04494      0.789326      0.917135       0.96559      0.785112     1.05618      0.852528      0.910112      0.433989      1.1243        0.891152     0.917135     0.764747     1.04284      0.981039      0.938904     0.854635      0.975421     1.09902      1.24368       0.856742       0.925562     0.96559       0.949438
18    0.106696     1096.   0.78015       0.02752      0.8333        0.007863     1.76205       1.83174      1.95231      2.07402       1.55678       1.83798      1.72275      1.02429      1.92395      1.55411      1.8732        1.7838        1.7796        1.82106       1.72148       1.86875       1.63767      1.83887       1.67074      1.6715        1.83581      1.50973      1.93171      2.07847      1.36182       1.98855       1.43406       1.80249      1.71741        1.85756      1.71754       1.72135      1.80669       1.87142      1.65382       1.70635        1.84001      1.54979      1.87867      1.71919       1.7197        1.25207       1.95345       1.69872      1.77693      1.57751      1.83302      1.79283       1.82729      1.6949        1.80326      1.8788       2.23909       1.64886        1.80911      1.76103       1.7534
19    0.115263     1184.   0.4788        0.01682      0.5095        0.004848     -0.0146452    0.032797     0.166667     0.275371      -0.265883     0.0779703    -0.0400165   -0.631394    0.210809     -0.200289    0.0990099     -0.00618812   0.00804455    0.0259901     -0.0369224    0.0649752     -0.100041    0.072401      -0.104373    -0.0585809    0.0305281    -0.194307    0.112005     0.231642     -0.320957     0.0893152     -0.199464     0.0740512    -0.0938531     0.054868     -0.0482673    -0.0200083   -0.00247525   0.0641502    -0.0878713    -0.103135      0.124587     -0.206271    0.0967409    -0.0119637    -0.0651815    -0.385932     0.131601      -0.0734323   0.0507426    -0.176568    0.0515677    -0.00185644   0.119224     -0.0556931    0.0292904    0.0612624    0.517327      -0.12005       0.0538366    0.00226898    -0.0311469
20    0.124219     1276.   0.289         0.01022      0.3066        0.002945     0.0991511     0.142615     0.278778     0.40747       -0.201019     0.195246     0.066893     -0.405772    0.352801     -0.0584041   0.201358      0.112054      0.151104      0.143633      0.107301      0.160951      0.055348     0.20034       0.0308998    0.10017       0.142954     0.014601     0.173175     0.31545      -0.12292      0.129711      0.0475382     0.234975     -0.0275042     0.155178     0.0794567     0.105942     0.11545       0.181664     0.0916808     0.0108659      0.286927     -0.0584041   0.220034     0.16129       0.0594228     -0.150085     0.233956      0.0400679    0.189813     -0.0152801   0.156876     0.0994907     0.314431     0.100849      0.166384     0.157216     0.707301      0.00713073     0.207131     0.148048      0.101528
21    0.133564     1372.   0.17444       0.006195     0.1846        0.001793     0.536531      0.523703     0.659788     0.814278      0.212493      0.645845     0.534858     0.170106     0.784718     0.383714     0.654769      0.506414      0.559955      0.534858      0.557167      0.557167      0.519799     0.615728      0.486893     0.610708      0.499721     0.5343       0.558282     0.663134     0.41662       0.441718      0.617959      0.713887     0.403793       0.582822     0.561071      0.569994     0.476854      0.588957     0.563859      0.398215       0.724484     0.39208      0.650864     0.63971       0.498606      0.42164       0.618516      0.506414     0.63246      0.476854     0.562744     0.474066      0.813162     0.537089      0.553263     0.533742     1.14389       0.433352       0.665365     0.563302      0.503067
22    0.143494     1474.   0.1063        0.003824     0.1122        0.001109     0.324617      0.310189     0.431019     0.614067      0.0198377     0.444545     0.305681     0.179441     0.666366     0.307484     0.423805      0.385933      0.432822      0.309288      0.358882      0.348061      0.339044     0.405771      0.316501     0.428314      0.355275     0.441839     0.35257      0.370604     0.32101       0.124436      0.571686      0.550045     0.173129       0.325518     0.406673      0.453562     0.293057      0.330929     0.457169      0.18395        0.623084     0.25248      0.431921     0.499549      0.270514      0.388638      0.361587      0.29486      0.507665     0.290352     0.427412     0.260595      0.686204     0.365194      0.422904     0.288548     0.996393      0.283138       0.45266      0.388638      0.387737
23    0.153813     1580.   0.064173      0.002353     0.06749       0.000689     0.827721      0.784615     0.855878     0.950653      0.530479      0.88926      0.813062     0.797388     1.06691      0.770102     0.878084      0.787954      0.859652      0.785196      0.832511      0.787228      0.833527     0.859361      0.789405     0.928592      0.744412     0.937736     0.727286     0.785631     0.891292      0.516691      1.14151       1.01713      0.634253       0.78418      0.843251      0.891147     0.740348      0.768505     0.914369      0.661684       1.0447       0.734253     0.870537     0.970972      0.750653      0.958055      0.752975      0.77344      0.955152     0.819594     0.827721     0.725254      1.14615      0.8791        0.838171     0.733672     1.35036       0.768215       0.919594     0.852685      0.804209
24    0.164716     1692.   0.038657      0.001452     0.04055       0.0004302    1.57485       1.52929      1.5623       1.63575       1.32799       1.62041      1.58554      1.70409      1.80335      1.55881      1.59763       1.52696       1.61367       1.52069       1.6053        1.52464       1.62669      1.60205       1.57345      1.69689       1.48884      1.75174      1.43352      1.47141      1.72803       1.20828       1.99884       1.7794       1.38075        1.51139      1.61297       1.65923      1.47978       1.48652      1.69991       1.42794        1.78452      1.5451       1.59159      1.74198       1.51906       1.84844       1.45374       1.52929      1.71269      1.61134      1.57183      1.46676       1.88563      1.63529       1.59972      1.45351      1.99954       1.543          1.6662       1.60925       1.55951
25    0.176204     1810.   0.023453      0.0009093    0.02451       0.0002751    1.05271       0.998182     1.00291      1.02399       0.896038      1.08688      1.05743      1.34242      1.237        1.10614      1.04507       1.01636       1.11887       1.01054       1.0847        0.979644      1.12468      1.06798       1.04871      1.22792       0.936387     1.2719       0.896038     0.87968      1.28208       0.665213      1.51981       1.24609      0.884042       0.966194     1.11014       1.15085      0.952381      0.948746     1.19738       0.930934       1.22937      1.07016      1.05889      1.21738       0.997092      1.42312       0.892403      1.04544      1.19811      1.1265       1.05016      0.986914      1.32861      1.12686       1.0727       0.959288     1.33988       1.04653        1.11923      1.08542       1.05489
26    0.188275     1934.   0.01405       0.0005662    0.01463       0.0001762    1.19864       1.12656      1.10159      1.07775       1.06924       1.17537      1.20942      1.55959      1.33031      1.26788      1.18218       1.13791       1.20318       1.11975       1.25255       1.06073       1.25142      1.19864       1.21793      1.32804       1.07151      1.45006      1.01703      0.939841     1.46822       0.795119      1.70375       1.32406      1.06754        1.10329      1.21566       1.26447      1.0647        1.04767      1.32804       1.08627        1.32974      1.21907      1.14245      1.3462        1.16856       1.62145       0.987514      1.19183      1.31271      1.29796      1.13053      1.10783       1.37628      1.27866       1.19637      1.06754      1.31498       1.22872        1.2151       1.1958        1.14302
27    0.200931     2064.   0.0083613     0.0003524    0.008677      0.0001163    1.19923       1.12296      1.06569      1.0356        1.21668       1.15658      1.23947      1.65236      1.30877      1.33147      1.14162       1.14144       1.2307        1.12373       1.25073       1.09003       1.29914      1.1736        1.24101      1.36251       1.08504      1.45856      1.01015      0.950301     1.51728       0.819518      1.67506       1.29398      1.1006         1.10765      1.23938       1.2761       1.1061        1.09338      1.32089       1.13078        1.29028      1.3049       1.13904      1.3368        1.18315       1.65563       1.0043        1.20447      1.29003      1.31642      1.16733      1.17506       1.31488      1.26887       1.2086       1.14093      1.13689       1.27145        1.19931      1.22906       1.18745
28    0.214365     2202.   0.004865      0.0002182    0.005033      0.00008202   1.89307       1.82724      1.75884      1.69446       2.02682       1.82468      1.95062      2.33882      1.97208      2.04828      1.81675       1.84516       1.92258       1.83382       1.95465       1.79456       2.00902      1.85686       1.94416      2.05633       1.79407      2.14106      1.72336      1.65618      2.21141       1.59205       2.30054       1.94477      1.84723        1.8137       1.93867       1.96306      1.82553       1.81602      1.99451       1.8771         1.93392      2.02621      1.81956      2.01219       1.8982        2.31005       1.73446       1.90478      1.97342      2.02317      1.86357      1.93172       1.91892      1.96793       1.89247      1.9099       1.68691       1.99963        1.86394      1.9238        1.88832
29    0.228189     2344.   0.0028353     0.0001363    0.002922      0.00005707   1.76503       1.71982      1.62134      1.54705       1.9816        1.68705      1.84353      2.16839      1.8267       1.92062      1.68022       1.73401       1.79043       1.71018       1.8267        1.67724       1.87226      1.72981       1.82811      1.90415       1.66007      1.97722      1.62047      1.55038      2.05449       1.55511       2.0806        1.78185      1.76818        1.69721      1.80831       1.81251      1.73471       1.72367      1.81637       1.78448        1.74277      1.92027      1.69161      1.84966       1.78132       2.12178       1.63151       1.79219      1.81041      1.88435      1.73611      1.84983       1.70545      1.83739       1.75924      1.8635       1.44787       1.90135        1.71158      1.79867       1.7638
30    0.242986     2496.   0.0016516     0.00008589   0.001694      0.00003997   1.16287       1.11308      1.01376      0.923192      1.41231       1.06155      1.22192      1.48837      1.18664      1.31273      1.07506       1.11108       1.15587       1.09782       1.22142       1.05729       1.25294      1.10908       1.1939       1.2707        1.06305      1.32399      1.04253      0.967976     1.38329       1.02327       1.36803       1.11859      1.19515        1.09957      1.18339       1.16938      1.1311        1.13835      1.17563       1.2004         1.08106      1.28496      1.08206      1.18364       1.18614       1.43983       1.0608        1.16763      1.17963      1.25869      1.12134      1.2612        1.02427      1.20716       1.12685      1.29022      0.739304      1.28972        1.05779      1.17113       1.15687
31    0.258367     2654.   0.00094285    0.00005398   0.000963      0.0000285    0.736667      0.705544     0.606456     0.52607       1.04842       0.634316     0.803509     0.993474     0.761404     0.868772     0.653368      0.708456      0.733053      0.687404      0.793333      0.668421      0.815439     0.699404      0.784491     0.838596      0.647158     0.865614     0.652421     0.594246     0.915088      0.680526      0.855088      0.670877     0.804702       0.705193     0.75407       0.74207      0.739263      0.750316     0.711684      0.807719       0.637895     0.868632     0.661053     0.744912      0.768526      0.921053      0.683684      0.765298     0.729123     0.820105     0.716456     0.882456      0.556386     0.785965      0.712667     0.935439     0.305474      0.867368       0.635298     0.744035      0.732982
32    0.274527     2820.   0.00056643    0.00003606   0.0005751     0.00002107   -1.28657      -1.30418     -1.39331     -1.46004      -0.985145     -1.37959     -1.22701     -1.11756     -1.27276     -1.18026     -1.35823      -1.30551      -1.29388      -1.32568      -1.23678      -1.33598      -1.22587     -1.31462      -1.24718     -1.19715      -1.36426     -1.19834     -1.34262     -1.38382     -1.16782      -1.27247      -1.24945      -1.36512     -1.20451       -1.29924     -1.27841      -1.29616     -1.26716      -1.24998     -1.33692      -1.20085       -1.39976     -1.18021     -1.34589     -1.30489      -1.24832      -1.18961      -1.29706      -1.25942     -1.31372     -1.22392     -1.30028     -1.12734      -1.48035     -1.2412       -1.32036     -1.05648     -1.69136      -1.16754       -1.39065     -1.27907      -1.28937
33    0.291466     2994.   0.00029043    0.00002148   0.0002938     0.0000144    0.365208      0.355069     0.270833     0.219583      0.662639      0.278264     0.422986     0.465556     0.374931     0.443403     0.301458      0.344028      0.356944      0.334722      0.412222      0.330417      0.417292     0.340486      0.394375     0.444167      0.286806     0.417222     0.326875     0.302708     0.439931      0.430208      0.33125       0.272778     0.462361       0.365208     0.367083      0.339097     0.394028      0.422847     0.292708      0.457361       0.236736     0.455903     0.313264     0.325069      0.400278      0.391042      0.387431      0.389861     0.3225       0.412431     0.348958     0.536875      0.158472     0.415556      0.321806     0.628194     -0.014375     0.476944       0.255417     0.365625      0.367153
